Hugo_Symbol	Chromosome
ANKRD1	10q23.31
ANKRD2	10q24.2
ANKRD6	6q15
ANKRD7	7q31.31
ANKRD9	14q32.31
ANKRD10	13q34
ANKRD10-IT1	13q34
ANKRD11	16q24.3
ANKRD11P1	2p12
ANKRD11P2	Xq27.3
ANKRD12	18p11.22
ANKRD13A	12q24.11
ANKRD13B	17q11.2
ANKRD13C	1p31.1
ANKRD13D	11q13.2
ANKRD14	9q22
ANKRD16	10p15.1
ANKRD17	4q13.3
ANKRD18A	9p13.1
ANKRD18B	9p13.3
ANKRD18CP	9q22.33
ANKRD18DP	3q29
ANKRD18EP	6p21.2
ANKRD19P	9q22.31
ANKRD20A1	9q21.11
ANKRD20A2P	9p11.2
ANKRD20A3P	9q21.11
ANKRD20A4P	9q13
ANKRD20A5P	18p11.21
ANKRD20A6P	Yq11.21
ANKRD20A7P	9p11.1
ANKRD20A8P	2q11.1
ANKRD20A9P	13q11
ANKRD20A10P	13q12.12
ANKRD20A11P	21q11.2
ANKRD20A12P	4
ANKRD20A13P	1q21.1
ANKRD20A14P	unplaced
ANKRD20A15P	1q21.1
ANKRD20A16P	21p11.2
ANKRD20A17P	4p11
ANKRD20A18P	21q11.2
ANKRD20A19P	13q12.12
ANKRD20A20P	9q21.11
ANKRD20A21P	20q11.21
ANKRD22	10q23.31
ANKRD23	2q11.2
ANKRD24	19p13.3
ANKRD26	10p12.1
ANKRD26P1	16q11.2
ANKRD26P2	13q13.3
ANKRD26P3	13q12.11
ANKRD26P4	13q12.3
ANKRD27	19q13.11
ANKRD28	3p25.1
ANKRD29	18q11.2
ANKRD30A	10p11.21
ANKRD30B	18p11.21
ANKRD30BL	2q21.2
ANKRD30BP1	21q11.2
ANKRD30BP2	21q11.2
ANKRD30BP3	10q11.21
ANKRD31	5q13.3
ANKRD33	12q13.13
ANKRD33B	5p15.2
ANKRD33B-AS1	5p15.2
ANKRD33B-IT1	5p15.2
ANKRD34A	1q21.1
ANKRD34B	5q14.1
ANKRD34C	15q25.1
ANKRD34C-AS1	15q25.1
ANKRD35	1q21.1
ANKRD36	2q11.2
ANKRD36B	2q11.2
ANKRD36BP1	1q24.2
ANKRD36BP2	2p11.2
ANKRD36C	2q11.1
ANKRD36P1	Yq11.23
ANKRD37	4q35.1
ANKRD39	2q11.2
ANKRD40	17q21.33
ANKRD40CL	17q21.33
ANKRD42	11q14.1
ANKRD44	2q33.1
ANKRD44-AS1	2q33.1
ANKRD44-IT1	2q33.1
ANKRD45	1q25.1
ANKRD46	8q22.3
ANKRD49	11q21
ANKRD49P1	2q36.2
ANKRD49P2	12p11.21
ANKRD49P3	5q31.1
ANKRD49P4	7q31.2
ANKRD50	4q28.1
ANKRD52	12q13.3
ANKRD53	2p13.3
ANKRD54	22q13.1
ANKRD54P1	10q11.21
ANKRD55	5q11.2
ANKRD60	20q13.32
ANKRD61	7p22.1
ANKRD62	18p11.21
ANKRD62P1	22q11.1
ANKRD62P1-PARP4P3	22q11.1
ANKRD63	15q15.1
ANKRD65	1p36.33
ANKRD66	6p12.3
ANKS1A	6p21.31
ANKS1B	12q23.1
ANKS3	16p13.3
ANKS4B	16p12.2
ANKS6	9q22.33
ANKUB1	3q25.1
ANKZF1	2q35
ANLN	7p14.2
ANO1	11q13.3
ANO1-AS1	11q13.3
ANO2	12p13.31
ANO3	11p14.2
ANO3-AS1	11p14.2
ANO4	12q23.1
ANO5	11p14.3
ANO6	12q12
ANO7	2q37.3
ANO7L1	1p36.13
ANO8	19p13.11
ANO9	11p15.5
ANO10	3p22.1-p21.33
ANOP1	X
ANOS1	Xp22.31
ANOS2P	Yq11.221
ANP	
ANP32A	15q23
ANP32A-IT1	15q23
ANP32AP1	15q14
ANP32B	9q22.33
ANP32BP1	15q24.2
ANP32BP2	22q13.31
ANP32BP3	15q25.1
ANP32C	4q32.3
ANP32D	12q13.11
ANP32E	1q21.2
ANPEP	15q26.1
ANPRA	
ANPRB	
ANPRC	
ANT1	
ANT2	
ANT3	
ANTKMT	16p13.3
ANTP2	reserved
ANTP3	22q13.2
ANTP4	reserved
ANTXR1	2p13.3
ANTXR2	4q21.21
ANTXRL	10q11.22
ANTXRLP1	10q11.22
ANX1	
ANX2	
ANX2L1	
ANX2L2	
ANX2L3	
ANX2L4	
ANX2LG	
ANX2P1	
ANX2P2	
ANX2P3	
ANX3	
ANX4	
ANX5	
ANX6	
ANX7	
ANX8	
ANX11	
ANX13	
ANX31	
ANXA1	9q21.13
ANXA2	15q22.2
ANXA2P1	4q31.3
ANXA2P2	9p13.3
ANXA2P3	10q21.3
ANXA2R	5p12
ANXA3	4q21.21
ANXA4	2p13.3
ANXA5	4q27
ANXA6	5q33.1
ANXA7	10q22.2
ANXA8	10q11.22
ANXA8L1	10q11.22
ANXA8L2	10q11.22
ANXA9	1q21.3
ANXA10	4q32.3
ANXA11	10q22.3
ANXA13	8q24.13
AOAH	7p14.2
AOAH-IT1	7p14.2
AOC1	7q36.1
AOC2	17q21.31
AOC3	17q21.31
AOC4P	17q21.31
AOM	12q14
AOP1	
AOPEP	9q22.32
AOX1	2q33.1
AOX2P	2q33.1
AOX3P	2q33.1
AOX3P-AOX2P	2q33.1
AP1AR	4q25
AP1B1	22q12.2
AP1B1P1	22q12.3
AP1B1P2	22q12.3
AP1G1	16q22.2
AP1G2	14q11.2
AP1M1	19p13.11
AP1M2	19p13.2
AP1M2P1	Xq12
AP1S1	7q22.1
AP1S2	Xp22.2
AP1S2P1	7q21.3
AP1S3	2q36.1
AP2A1	19q13.33
AP2A2	11p15.5
AP2B1	17q12
AP2B1P1	Xq21.32
AP2M1	3q27.1
AP2S1	19q13.32
AP3B1	5q14.1
AP3B2	15q25.2
AP3D1	19p13.3
AP3M1	10q22.2
AP3M2	8p11.21
AP3S1	5q22.3-q23.1
AP3S2	15q26.1
AP4B1	1p13.2
AP4B1-AS1	1p13.2
AP4E1	15q21.2
AP4M1	7q22.1
AP4S1	14q12
AP5B1	11q13.1
AP5M1	14q22.3
AP5S1	20p13
AP5Z1	7p22.1
APAF1	12q23.1
APAH1	
APBA1	9q21.12
APBA2	15q13.1
APBA3	19p13.3
APBB1	11p15.4
APBB1IP	10p12.1
APBB2	4p14-p13
APBB3	5q31.3
APC	5q22.2
APC2	19p13.3
APCDD1	18p11.22
APCDD1L	20q13.32
APCDD1L-DT	20q13.32
APCS	1q23.2
APECED	
APEH	3p21.31
APELA	4q32.3
APEX1	14q11.2
APEX2	Xp11.21
APH1A	1q21.2
APH1B	15q22.2
API1	
API2	
API3	
API4	
API5	11p12
API5P1	Xq23
API5P2	2q31.2
API6	reserved
APIP	11p13
APLF	2p13.3
APLN	Xq26.1
APLNR	11q12.1
APLP1	19q13.12
APLP2	11q24.3
APMAP	20p11.21
APNH	
APOA1	11q23.3
APOA1-AS	11q23.3
APOA2	1q23.3
APOA4	11q23.3
APOA5	11q23.3
APOAL	6q26-q27
APOB	2p24.1
APOBEC1	12p13.31
APOBEC2	6p21.1
APOBEC3A	22q13.1
APOBEC3A_B	22q13 alternate reference locus
APOBEC3AP1	4q33
APOBEC3B	22q13.1
APOBEC3B-AS1	22q13.1
APOBEC3C	22q13.1
APOBEC3D	22q13.1
APOBEC3E	22q13.1-q13.2
APOBEC3F	22q13.1
APOBEC3G	22q13.1
APOBEC3H	22q13.1
APOBEC4	1q25.3
APOBER1	reserved
APOBR	16p12.1
APOC1	19q13.32
APOC1P1	19q13.32
APOC2	19q13.32
APOC3	11q23.3
APOC4	19q13.32
APOC4-APOC2	19q13.32
APOD	3q29
APOE	19q13.32
APOEL1	16q11-q24
APOF	12q13.3
APOH	17q24.2
APOJ	
APOL1	22q12.3
APOL2	22q12.3
APOL3	22q12.3
APOL4	22q12.3
APOL5	22q12.3
APOL6	22q12.3
APOLD1	12p13.1
APOM	6p21.33
APONP	12q13.3
APOO	Xp22.11
APOOL	Xq21.1
APOOP1	5q33.3
APOOP2	3p11.2
APOOP3	12q14.3
APOOP4	4q13.2
APOOP5	16q21
APP	21q21.3
APP-DT	
APPBP2	17q23.2
APPL	9q31-qter
APPL1	3p14.3
APPL2	12q23.3
APPL2	
APR	
APRT	16q24.3
APS	
APT1	
APT1LG1	
APTR	7q11.23
APTX	9p21.1
APY	
AQP1	7p14.3
AQP2	12q13.12
AQP2L	
AQP3	9p13.3
AQP4	18q11.2
AQP4-AS1	18q11.2
AQP5	12q13.12
AQP6	12q13.12
AQP7	9p13.3
AQP7L	
AQP7P1	9q13
AQP7P2	9q13
AQP7P3	9q21.11
AQP7P4	9q13
AQP7P5	9p11.2
AQP8	16p12.1
AQP9	15q21.3
AQP10	1q21.3
AQP11	11q14.1
AQP12A	2q37.3
AQP12B	2q37.3
AQR	15q14
AR	Xq12
ARA	
ARAF	Xp11.3
ARAFP1	7q11.21
ARAFP2	7q11.21
ARAFP3	7q11.21
ARAP1	11q13.4
ARAP1-AS1	11q13.4
ARAP1-AS2	11q13.4
ARAP2	4p14
ARAP3	5q31.3
ARC	8q24.3
ARCN1	11q23.3
ARCN2	reserved
AREG	4q13.3
AREGB	4q13.3
AREL1	14q24.3
ARF1	1q42.13
ARF1P1	7q21.3
ARF1P2	12q24.31
ARF1P3	8q24.13
ARF2	3p21.2-p21.1
ARF2P	17q21.31
ARF3	12q13.12
ARF4	3p14.3
ARF4-AS1	3p14.3
ARF4P1	9q34.2
ARF4P2	20q13.33
ARF4P3	13q32.3
ARF4P4	13q31.1
ARF4P5	1p31.1
ARF5	7q32.1
ARF6	14q21.3
ARFGAP1	20q13.33
ARFGAP2	11p11.2
ARFGAP3	22q13.2
ARFGEF1	8q13.2
ARFGEF2	20q13.13
ARFGEF3	6q23.3-q24.1
ARFIP1	4q31.3
ARFIP2	11p15.4
ARFRP1	20q13.33
ARG1	6q23.2
ARG2	14q24.1
ARGFX	3q13.33
ARGFXP1	5q23.2
ARGFXP2	17q11.2
ARGLU1	13q33.3
ARH6	
ARH12	
ARHGAP1	11p11.2
ARHGAP4	Xq28
ARHGAP5	14q12
ARHGAP5-AS1	14q12
ARHGAP6	Xp22.2
ARHGAP8	22q13.31
ARHGAP9	12q13.3
ARHGAP10	4q31.23
ARHGAP11A	15q13.3
ARHGAP11B	15q13.2
ARHGAP12	10p11.22
ARHGAP15	2q22.2-q22.3
ARHGAP15-AS1	2q22.3
ARHGAP16P	14q21.2
ARHGAP17	16p12.1
ARHGAP18	6q22.33
ARHGAP19	10q24.1
ARHGAP19-SLIT1	10q24.1
ARHGAP20	11q22.3-q23.1
ARHGAP21	10p12.1
ARHGAP22	10q11.22-q11.23
ARHGAP22-IT1	10q11.22
ARHGAP23	17q12
ARHGAP23P1	16p11.2
ARHGAP24	4q21.23-q21.3
ARHGAP25	2p13.3
ARHGAP26	5q31.3
ARHGAP26-AS1	5q31.3
ARHGAP26-IT1	5q31.3
ARHGAP27	17q21.31
ARHGAP27P1	17q24.1
ARHGAP27P1-BPTFP1-KPNA2P3	17q24.1
ARHGAP27P2	17q24.2
ARHGAP28	18p11.31
ARHGAP29	1p22.1
ARHGAP29-AS1	1p22.1-p21.3
ARHGAP30	1q23.3
ARHGAP31	3q13.32-q13.33
ARHGAP31-AS1	3q13.33
ARHGAP32	11q24.3
ARHGAP33	19q13.12
ARHGAP35	19q13.32
ARHGAP36	Xq26.1
ARHGAP39	8q24.3
ARHGAP40	20q11.23
ARHGAP42	11q22.1
ARHGAP42-AS1	11q22.1
ARHGAP42P1	2q21.1
ARHGAP42P2	2q21.1
ARHGAP42P3	22q11.1
ARHGAP42P4	14q11.2
ARHGAP42P5	14q11.2
ARHGAP44	17p12
ARHGAP45	19p13.3
ARHGDIA	17q25.3
ARHGDIB	12p12.3
ARHGDIG	16p13.3
ARHGEF1	19q13.2
ARHGEF2	1q22
ARHGEF2-AS1	1q22
ARHGEF3	3p14.3
ARHGEF3-AS1	3p14.3
ARHGEF4	2q21.1
ARHGEF5	7q35
ARHGEF6	Xq26.3
ARHGEF7	13q34
ARHGEF7-AS1	13q34
ARHGEF7-AS2	13q34
ARHGEF7-IT1	13q34
ARHGEF9	Xq11.1
ARHGEF9-IT1	Xq11.1
ARHGEF10	8p23.3
ARHGEF10L	1p36.13
ARHGEF11	1q23.1
ARHGEF12	11q23.3
ARHGEF15	17p13.1
ARHGEF16	1p36.32
ARHGEF17	11q13.4
ARHGEF18	19p13.2
ARHGEF19	1p36.13
ARHGEF19-AS1	1p36.13
ARHGEF25	12q13.3
ARHGEF26	3q25.2
ARHGEF26-AS1	3q25.2
ARHGEF28	5q13.2
ARHGEF33	2p22.1
ARHGEF34P	7q35
ARHGEF35	7q35
ARHGEF35-AS1	7q35
ARHGEF37	5q32
ARHGEF38	4q24
ARHGEF38-IT1	4q24
ARHGEF39	9p13.3
ARHGEF40	14q11.2
ARID1A	1p36.11
ARID1B	6q25.3
ARID2	12q12
ARID3A	19p13.3
ARID3B	15q24.1
ARID3BP1	1p31.1
ARID3C	9p13.3
ARID4A	14q23.1
ARID4B	1q42.3
ARID4B-IT1	1q42.3
ARID5A	2q11.2
ARID5B	10q21.2
ARIH1	15q24.1
ARIH2	3p21.31
ARIH2OS	3p21.31
ARIH2P1	18q12.1
ARL1	12q23.2
ARL2	11q13.1
ARL2-SNX15	11q13.1
ARL2BP	16q13
ARL2BPP1	18q23
ARL2BPP2	12q13.13
ARL2BPP3	13q13.3
ARL2BPP4	5q23.3
ARL2BPP5	5q34
ARL2BPP6	5q35.2
ARL2BPP7	9q31.1
ARL2BPP8	17q22
ARL2BPP9	17q25.3
ARL2BPP10	22q11.21
ARL3	10q24.32
ARL4A	7p21.3
ARL4AP1	10q21.2
ARL4AP2	4p14
ARL4AP3	10p15.1
ARL4AP4	3p24.2
ARL4AP5	6q25.1
ARL4C	2q37.1
ARL4D	17q21.31
ARL5A	2q23.3
ARL5AP1	Xq24
ARL5AP2	10q24.2
ARL5AP3	1p31.3
ARL5AP4	22q11.23
ARL5AP5	Xq13.3
ARL5B	10p12.31
ARL5B-AS1	10p12.31
ARL5C	17q12
ARL6	3q11.2
ARL6IP1	16p12.3
ARL6IP1P1	14q11.2
ARL6IP1P2	10p11.21
ARL6IP1P3	11q14.1
ARL6IP4	12q24.31
ARL6IP5	3p14.1
ARL6IP6	2q23.3
ARL8A	1q32.1
ARL8B	3p26.1
ARL9	4q12
ARL10	5q35.2
ARL11	13q14.2
ARL13A	Xq22.1
ARL13B	3q11.1-q11.2
ARL14	3q25.33
ARL14EP	11p14.1
ARL14EPL	5q23.1
ARL14EPP1	2p22.2
ARL15	5q11.2
ARL16	17q25.3
ARL17A	17q21.31
ARL17B	17q21.31
ARLNC1	16q23.2
ARMC1	8q13.1
ARMC2	6q21
ARMC2-AS1	6q21
ARMC3	10p12.2
ARMC4	10p12.1
ARMC4P1	10p12.1
ARMC5	16p11.2
ARMC6	19p13.11
ARMC7	17q25.1
ARMC8	3q22.3
ARMC8P1	9p13.1
ARMC9	2q37.1
ARMC10	7q22.1
ARMC10P1	3q11.2
ARMC12	6p21.31
ARMCX1	Xq22.1
ARMCX2	Xq22.1
ARMCX3	Xq22.1
ARMCX3-AS1	Xq22.1
ARMCX4	Xq22.1
ARMCX5	Xq22.1
ARMCX5-GPRASP2	Xq22.1
ARMCX6	Xq22.1
ARMCX7P	Xq22.1
ARMD1	1q25-q31
ARMH1	1p34.1
ARMH2	6p22.3
ARMH3	10q24.32
ARMH4	14q23.1
ARMS2	10q26.13
ARMT1	6q25.1
ARNILA	2p23.3
ARNT	1q21.3
ARNT2	15q25.1
ARNTL	11p15.3
ARNTL2	12p11.23
ARNTL2-AS1	12p11.23
ARP1	
ARPC1A	7q22.1
ARPC1B	7q22.1
ARPC1BP1	2q34
ARPC2	2q35
ARPC3	12q24.11
ARPC3P1	20q13.13
ARPC3P2	1q32.3
ARPC3P3	11q21
ARPC3P4	11q13.4
ARPC3P5	6p22.3
ARPC4	3p25.3
ARPC4-TTLL3	3p25.3
ARPC5	1q25.3
ARPC5L	9q33.3
ARPIN	15q26.1
ARPIN-AP3S2	15q26.1
ARPP19	15q21.2
ARPP19P1	5q35.3
ARPP19P2	2q11.2
ARPP21	3p22.3
ARPP21-AS1	3p22.3
ARR1	
ARR3	Xq13.1
ARRB1	11q13.4
ARRB2	17p13.2
ARRDC1	9q34.3
ARRDC1-AS1	9q34.3
ARRDC2	19p13.11
ARRDC3	5q14.3
ARRDC3-AS1	5q14.3
ARRDC4	15q26.2
ARRDC5	19p13.3
ARSA	22q13.33
ARSB	5q14.1
ARSC1	
ARSC2	X
ARSD	Xp22.33
ARSD-AS1	Xp22.33
ARSDP1	Yq11.21
ARSF	Xp22.33
ARSFP1	Yq11.21
ARSG	17q24.2
ARSH	Xp22.33
ARSI	5q32
ARSJ	4q26
ARSK	5q15
ARSL	Xp22.33
ARSLP1	Yq11.21
ART1	11p15.4
ART2BP	11q13.4
ART2P	11q13.4
ART3	4q21.1
ART4	12p12.3
ART5	11p15.4
ARTN	1p34.1
ARV1	1q42.2
ARVCF	22q11.21
ARVD1	14q23-q24
ARVD2	1q42-q43
ARVD3	14q12-q22
ARVD4	2q32.1-q32.3
ARVD5	3p23
ARX	Xp21.3
AS	6
AS3MT	10q24.32
ASAH1	8p22
ASAH2	10q11.23
ASAH2B	10q11.23
ASAH2C	10q11.22
ASAP1	8q24.21-q24.22
ASAP1-IT1	8q24.21
ASAP1-IT2	8q24.21
ASAP2	2p25.1
ASAP3	1p36.12
ASB	
ASB1	2q37.3
ASB2	14q32.12
ASB3	2p16.2
ASB4	7q21.3
ASB5	4q34.2
ASB6	9q34.11
ASB7	15q26.3
ASB8	12q13.11
ASB9	Xp22.2
ASB9P1	15q26.1
ASB10	7q36.1
ASB11	Xp22.2
ASB12	Xq11.2
ASB13	10p15.1
ASB14	3p14.3
ASB15	7q31.32
ASB15-AS1	7q31.32
ASB16	17q21.31
ASB16-AS1	17q21.31
ASB17	1p31.1
ASB18	2q37.2
ASCC1	10q22.1
ASCC2	22q12.2
ASCC3	6q16.3
ASCL1	12q23.2
ASCL2	11p15.5
ASCL3	11p15.4
ASCL4	12q23.3
ASCL5	1q32.1
ASD1	5p15.31
ASDURF	2q32
ASF1A	6q22.31
ASF1B	19p13.12
ASGR1	17p13.1
ASGR2	17p13.1
ASH1L	1q22
ASH1L-AS1	1q22
ASH1L-IT1	1q22
ASH2L	8p11.23
ASH2LP1	22q11.22
ASH2LP2	22q11.22
ASH2LP3	22q11.22
ASIC1	12q13.12
ASIC2	17q11.2-q12
ASIC3	7q36.1
ASIC4	2q35
ASIC4-AS1	2q35
ASIC5	4q32.1
ASIP	20q11.22
ASL	7q11.21
ASLN	
ASLP1	22q11.23
ASMD	4q28-q31
ASMT	Xp22.3 and Yp11.3
ASMTL	Xp22.3 and Yp11.3
ASMTL-AS1	Xp22.33 and Yp11.32
ASNS	7q21.3
ASNSD1	2q32.2
ASNSP1	8q11.1
ASNSP2	21p11.2
ASNSP3	13q32.3
ASNSP4	8q11.1
ASNSP5	unplaced
ASNSP6	18p11.21
ASPA	17p13.2
ASPDH	19q13.33
ASPG	14q32.33
ASPH	8q12.3
ASPHD1	16p11.2
ASPHD2	22q12.1
ASPM	1q31.3
ASPN	9q22.31
ASPRV1	2p13.3
ASPSCR1	17q25.3
ASRGL1	11q12.3
ASS1	9q34.11
ASS1P1	6p22.3
ASS1P2	2p22.1
ASS1P3	9q21.2
ASS1P4	Xp22.33
ASS1P5	Xq23
ASS1P6	Yq11.21
ASS1P7	3q26.32
ASS1P8	4q31.23
ASS1P9	5q11.2
ASS1P10	5q32
ASS1P11	7p15.3
ASS1P12	9p21.1
ASS1P13	11q22.3
ASS1P14	12p11.21
ASTE1	3q22.1
ASTL	2q11.2
ASTN1	1q25.2
ASTN2	9q33.1
ASTN2-AS1	9q33.1
ASVS1	
ASXL1	20q11.21
ASXL2	2p23.3
ASXL3	18q12.1
ASZ1	7q31.2
AT3	
ATA	
ATAD1	10q23.31
ATAD2	8q24.13
ATAD2B	2p24.1-p23.3
ATAD3A	1p36.33
ATAD3B	1p36.33
ATAD3C	1p36.33
ATAD5	17q11.2
ATAT1	6p21.33
ATC	
ATCAY	19p13.3
ATD	12p12.2-p11.21
ATDC	
ATE1	10q26.13
ATE1-AS1	10q26.13
ATF1	12q13.12
ATF1P1	6q16.1
ATF2	2q31.1
ATF3	1q32.3
ATF4	22q13.1
ATF4P1	Xq28
ATF4P2	Xq28
ATF4P3	17q25.1
ATF4P4	11q23.2
ATF5	19q13.33
ATF6	1q23.3
ATF6B	6p21.3
ATF7	12q13.13
ATF7-NPFF	12q13.13
ATF7IP	12p13.1
ATF7IP2	16p13.2-p13.13
ATG2A	11q13.1
ATG2B	14q32.2
ATG3	3q13.2
ATG3P1	20q12
ATG4A	Xq22.3
ATG4AP1	Xq21.1
ATG4B	2q37.3
ATG4C	1p31.3
ATG4D	19p13.2
ATG5	6q21
ATG7	3p25.3
ATG9A	2q35
ATG9B	7q36.1
ATG10	5q14.1-q14.2
ATG10-AS1	5q14.1
ATG10-IT1	5q14.1
ATG12	5q22.3
ATG12P1	17q25.1
ATG12P2	2q36.1
ATG13	11p11.2
ATG14	14q22.3
ATG16L1	2q37.1
ATG16L2	11q13.4
ATG101	12q13.13
ATHS	19p13.3-p13.2
ATIC	2q35
ATL1	14q22.1
ATL2	2p22.2-p22.1
ATL3	11q13.1
ATM	11q22.3
ATMIN	16q23.2
ATN1	12p13.31
ATN1L	
ATOH1	4q22.2
ATOH7	10q21.3
ATOH8	2p11.2
ATOX1	5q33.1
ATP1A1	1p13.1
ATP1A1-AS1	1p13.1
ATP1A2	1q23.2
ATP1A3	19q13.2
ATP1A4	1q23.2
ATP1AL1	13q12.3 or 13q21-q31
ATP1AL2	1q21-q23
ATP1B1	1q24.2
ATP1B1P1	4p13
ATP1B2	17p13.1
ATP1B3	3q23
ATP1B3-AS1	3q23
ATP1B3P1	2p16.1
ATP1B4	Xq24
ATP1G1	
ATP2A1	16p11.2
ATP2A1-AS1	16p11.2
ATP2A2	12q24.11
ATP2A3	17p13.2
ATP2B1	12q21.33
ATP2B1-AS1	12q21.33
ATP2B2	3p25.3
ATP2B2-IT1	3p25.3
ATP2B2-IT2	3p25.3
ATP2B3	Xq28
ATP2B4	1q32.1
ATP2C1	3q22.1
ATP2C2	16q24.1
ATP2C2-AS1	16q24.1
ATP3	reserved
ATP4A	19q13.12
ATP4B	13q34
ATP5	
ATP5A	
ATP5A1P5	9p11.1
ATP5A1P6	9p11.2
ATP5A1P9	9p13.1
ATP5AL2	18
ATP5BL2	17q25.1
ATP5CL1	
ATP5CL2	
ATP5F1A	18q21.1
ATP5F1AP1	9p11.1
ATP5F1AP2	2q24.1
ATP5F1AP3	16q22.2
ATP5F1AP4	14q23.2
ATP5F1AP7	9q13
ATP5F1AP8	9p12
ATP5F1AP10	9q21.11
ATP5F1B	12q13.3
ATP5F1BP1	2q11.2
ATP5F1C	10p14
ATP5F1CP1	14q22.2
ATP5F1D	19p13.3
ATP5F1E	20q13.32
ATP5F1EP1	4q24
ATP5F1EP2	13q12.2
ATP5IF1	1p35.3
ATP5MC1	17q21.32
ATP5MC1P1	14q32.33
ATP5MC1P2	14q12
ATP5MC1P3	3q22.3
ATP5MC1P4	3q26.31
ATP5MC1P5	13q33.3
ATP5MC1P6	18q21.33
ATP5MC1P7	10q22.1
ATP5MC1P8	10q22.3
ATP5MC2	12q13.13
ATP5MC2P1	1q32.2
ATP5MC2P2	14q21.3
ATP5MC2P3	2q33.1
ATP5MC2P4	Xp11.4
ATP5MC3	2q31.1
ATP5MD	10q24.33
ATP5MDP1	Xq13.2
ATP5ME	4p16.3
ATP5MF	7q22.1
ATP5MF-PTCD1	7q22.1
ATP5MFP1	21q22.12
ATP5MFP2	6q21
ATP5MFP3	9q21.2
ATP5MFP4	17q23.3
ATP5MFP5	12p13.31
ATP5MFP6	15q22.31
ATP5MG	11q23.3
ATP5MGL	22q13.2
ATP5MGP1	11q13.1
ATP5MGP2	6q22.31
ATP5MGP3	4p15.2
ATP5MGP4	4q31.23
ATP5MGP5	3q25.2
ATP5MGP6	17q25.1
ATP5MGP7	17q21.2
ATP5MGP8	11p14.1
ATP5MPL	14q32.33
ATP5PB	1p13.2
ATP5PBP1	13q14.3
ATP5PBP2	7q21.3
ATP5PBP3	7q36.1
ATP5PBP4	2q23.3
ATP5PBP5	11q24.1
ATP5PBP6	6q24.1
ATP5PBP7	16q23.1
ATP5PD	17q25.1
ATP5PDP1	15q15.2
ATP5PDP2	9p24.2
ATP5PDP3	9p23
ATP5PDP4	12q15
ATP5PF	21q21.3
ATP5PFP1	Yp11.2
ATP5PO	21q22.11
ATP5POP1	2q33.3
ATP6AP1	Xq28
ATP6AP1L	5q14.2
ATP6AP2	Xp11.4
ATP6N2	reserved
ATP6V1A	3q13.31
ATP6V1A2	
ATP6V1B1	2p13.3
ATP6V1B1-AS1	2p13.3
ATP6V1B2	8p21.3
ATP6V1C1	8q22.3
ATP6V1C2	2p25.1
ATP6V1D	14q23.3
ATP6V1E1	22q11.21
ATP6V1E1P1	1p34.2
ATP6V1E1P2	18q11.2
ATP6V1E1P3	12q14.2
ATP6V1E2	2p21
ATP6V1F	7q32.1
ATP6V1FNB	7q32.1
ATP6V1G1	9q32
ATP6V1G1P1	14q32.33
ATP6V1G1P2	8q11.1
ATP6V1G1P3	9q34.3
ATP6V1G1P4	10p11.21
ATP6V1G1P5	5q33.1
ATP6V1G1P6	5q14.1
ATP6V1G1P7	13q33.1
ATP6V1G2	6p21.33
ATP6V1G2-DDX39B	6p21.33
ATP6V1G3	1q31.3
ATP6V1H	8q11.23
ATP6V0A1	17q21.2
ATP6V0A2	12q24.31
ATP6V0A4	7q34
ATP6V0B	1p34.1
ATP6V0C	16p13.3
ATP6V0CP1	17p13.2
ATP6V0CP2	3q13.13
ATP6V0CP3	6p21.1
ATP6V0CP4	1p34.2
ATP6V0D1	16q22.1
ATP6V0D2	8q21.3
ATP6V0E1	5q35.1
ATP6V0E1P1	5q31.1
ATP6V0E1P2	3p22.1
ATP6V0E1P3	2p22.3
ATP6V0E1P4	1p33
ATP6V0E2	7q36.1
ATP6V0E2-AS1	7q36.1
ATP7A	Xq21.1
ATP7B	13q14.3
ATP7BP1	18q11.2
ATP8A1	4p13
ATP8A2	13q12.13
ATP8A2P1	10p11.21
ATP8A2P2	13q13.1
ATP8A2P3	13q12.13
ATP8B1	18q21.31
ATP8B2	1q21.3
ATP8B3	19p13.3
ATP8B4	15q21.2
ATP8B5P	9p13.3
ATP9A	20q13.2
ATP9B	18q23
ATP10A	15q12
ATP10B	5q34
ATP10C	reserved
ATP10D	4p12
ATP11A	13q34
ATP11A-AS1	13q34
ATP11AUN	13q34
ATP11B	3q26.33
ATP11C	Xq27.1
ATP12A	13q12.12
ATP13A1	19p13.11
ATP13A2	1p36.13
ATP13A3	3q29
ATP13A4	3q29
ATP13A4-AS1	3q29
ATP13A5	3q29
ATP13A5-AS1	3q29
ATP23	12q14.1
ATPAF1	1p33
ATPAF2	17p11.2
ATPL	
ATPM	
ATPSB	
ATPSBL1	
ATPSBL2	
ATPSCKMT	5p15.2
ATR	3q23
ATRAID	2p23.3
ATRC1	
ATRC2	
ATRIP	3p21.31
ATRN	20p13
ATRNL1	10q25.3
ATRX	Xq21.1
ATS	
ATXN1	6p22.3
ATXN1-AS1	6p22.3
ATXN1L	16q22.2
ATXN2	12q24.12
ATXN2-AS	12q24.12
ATXN2L	16p11.2
ATXN3	14q32.12
ATXN3L	Xp22.2
ATXN7	3p14.1
ATXN7L1	7q22.3
ATXN7L2	1p13.3
ATXN7L3	17q21.31
ATXN7L3B	12q21.1
ATXN7L3P1	Xq12
ATXN7L4	7q22.2
ATXN8	13q21.33
